E:\TRAIN DATA\IMG\center_2019_07_03_02_04_26_534.jpg,E:\TRAIN DATA\IMG\left_2019_07_03_02_04_26_534.jpg,E:\TRAIN DATA\IMG\right_2019_07_03_02_04_26_534.jpg,0,0,0,2.354587E-06
E:\TRAIN DATA\IMG\center_2019_07_03_02_04_26_611.jpg,E:\TRAIN DATA\IMG\left_2019_07_03_02_04_26_611.jpg,E:\TRAIN DATA\IMG\right_2019_07_03_02_04_26_611.jpg,0,0,0,6.140427E-06
E:\TRAIN DATA\IMG\center_2019_07_03_02_04_26_680.jpg,E:\TRAIN DATA\IMG\left_2019_07_03_02_04_26_680.jpg,E:\TRAIN DATA\IMG\right_2019_07_03_02_04_26_680.jpg,0,0,0,1.162378E-06
E:\TRAIN DATA\IMG\center_2019_07_03_02_04_26_750.jpg,E:\TRAIN DATA\IMG\left_2019_07_03_02_04_26_750.jpg,E:\TRAIN DATA\IMG\right_2019_07_03_02_04_26_750.jpg,0,0,0,1.72618E-05
E:\TRAIN DATA\IMG\center_2019_07_03_02_04_26_823.jpg,E:\TRAIN DATA\IMG\left_2019_07_03_02_04_26_823.jpg,E:\TRAIN DATA\IMG\right_2019_07_03_02_04_26_823.jpg,0,0,0,1.383533E-05
E:\TRAIN DATA\IMG\center_2019_07_03_02_04_26_895.jpg,E:\TRAIN DATA\IMG\left_2019_07_03_02_04_26_895.jpg,E:\TRAIN DATA\IMG\right_2019_07_03_02_04_26_895.jpg,0,0,0,2.608933E-06
E:\TRAIN DATA\IMG\center_2019_07_03_02_04_26_964.jpg,E:\TRAIN DATA\IMG\left_2019_07_03_02_04_26_964.jpg,E:\TRAIN DATA\IMG\right_2019_07_03_02_04_26_964.jpg,0,0,0,1.579764E-05
E:\TRAIN DATA\IMG\center_2019_07_03_02_04_27_033.jpg,E:\TRAIN DATA\IMG\left_2019_07_03_02_04_27_033.jpg,E:\TRAIN DATA\IMG\right_2019_07_03_02_04_27_033.jpg,0,0,0,1.792862E-05
E:\TRAIN DATA\IMG\center_2019_07_03_02_04_27_112.jpg,E:\TRAIN DATA\IMG\left_2019_07_03_02_04_27_112.jpg,E:\TRAIN DATA\IMG\right_2019_07_03_02_04_27_112.jpg,0,0,0,1.879448E-05
E:\TRAIN DATA\IMG\center_2019_07_03_02_04_27_186.jpg,E:\TRAIN DATA\IMG\left_2019_07_03_02_04_27_186.jpg,E:\TRAIN DATA\IMG\right_2019_07_03_02_04_27_186.jpg,0,0,0,1.251594E-05
E:\TRAIN DATA\IMG\center_2019_07_03_02_04_27_258.jpg,E:\TRAIN DATA\IMG\left_2019_07_03_02_04_27_258.jpg,E:\TRAIN DATA\IMG\right_2019_07_03_02_04_27_258.jpg,0,0,0,1.796633E-05
E:\TRAIN DATA\IMG\center_2019_07_03_02_04_27_329.jpg,E:\TRAIN DATA\IMG\left_2019_07_03_02_04_27_329.jpg,E:\TRAIN DATA\IMG\right_2019_07_03_02_04_27_329.jpg,0,0,0,2.782207E-06
E:\TRAIN DATA\IMG\center_2019_07_03_02_04_27_400.jpg,E:\TRAIN DATA\IMG\left_2019_07_03_02_04_27_400.jpg,E:\TRAIN DATA\IMG\right_2019_07_03_02_04_27_400.jpg,0,0,0,1.9293E-05
E:\TRAIN DATA\IMG\center_2019_07_03_02_04_27_474.jpg,E:\TRAIN DATA\IMG\left_2019_07_03_02_04_27_474.jpg,E:\TRAIN DATA\IMG\right_2019_07_03_02_04_27_474.jpg,0,0,0,8.217412E-06
E:\TRAIN DATA\IMG\center_2019_07_03_02_04_27_543.jpg,E:\TRAIN DATA\IMG\left_2019_07_03_02_04_27_543.jpg,E:\TRAIN DATA\IMG\right_2019_07_03_02_04_27_543.jpg,0,0,0,5.718143E-06
E:\TRAIN DATA\IMG\center_2019_07_03_02_04_27_615.jpg,E:\TRAIN DATA\IMG\left_2019_07_03_02_04_27_615.jpg,E:\TRAIN DATA\IMG\right_2019_07_03_02_04_27_615.jpg,0,0,0,1.896123E-05
E:\TRAIN DATA\IMG\center_2019_07_03_02_04_27_689.jpg,E:\TRAIN DATA\IMG\left_2019_07_03_02_04_27_689.jpg,E:\TRAIN DATA\IMG\right_2019_07_03_02_04_27_689.jpg,0,0,0,1.380973E-05
E:\TRAIN DATA\IMG\center_2019_07_03_02_04_27_763.jpg,E:\TRAIN DATA\IMG\left_2019_07_03_02_04_27_763.jpg,E:\TRAIN DATA\IMG\right_2019_07_03_02_04_27_763.jpg,0,0,0.0327558,0.04810163
E:\TRAIN DATA\IMG\center_2019_07_03_02_04_27_830.jpg,E:\TRAIN DATA\IMG\left_2019_07_03_02_04_27_830.jpg,E:\TRAIN DATA\IMG\right_2019_07_03_02_04_27_830.jpg,0,0,0.2047785,0.03748801
E:\TRAIN DATA\IMG\center_2019_07_03_02_04_27_906.jpg,E:\TRAIN DATA\IMG\left_2019_07_03_02_04_27_906.jpg,E:\TRAIN DATA\IMG\right_2019_07_03_02_04_27_906.jpg,0,0,0.462258,0.146844
E:\TRAIN DATA\IMG\center_2019_07_03_02_04_27_980.jpg,E:\TRAIN DATA\IMG\left_2019_07_03_02_04_27_980.jpg,E:\TRAIN DATA\IMG\right_2019_07_03_02_04_27_980.jpg,0,0,0.6864434,0.3286276
E:\TRAIN DATA\IMG\center_2019_07_03_02_04_28_048.jpg,E:\TRAIN DATA\IMG\left_2019_07_03_02_04_28_048.jpg,E:\TRAIN DATA\IMG\right_2019_07_03_02_04_28_048.jpg,0,0,0.8897619,0.4916865
E:\TRAIN DATA\IMG\center_2019_07_03_02_04_28_119.jpg,E:\TRAIN DATA\IMG\left_2019_07_03_02_04_28_119.jpg,E:\TRAIN DATA\IMG\right_2019_07_03_02_04_28_119.jpg,0,0,0.9546517,0.7607186
E:\TRAIN DATA\IMG\center_2019_07_03_02_04_28_193.jpg,E:\TRAIN DATA\IMG\left_2019_07_03_02_04_28_193.jpg,E:\TRAIN DATA\IMG\right_2019_07_03_02_04_28_193.jpg,0,0,0.7630981,0.9342396
E:\TRAIN DATA\IMG\center_2019_07_03_02_04_28_271.jpg,E:\TRAIN DATA\IMG\left_2019_07_03_02_04_28_271.jpg,E:\TRAIN DATA\IMG\right_2019_07_03_02_04_28_271.jpg,0,0,0.5312026,1.118986
E:\TRAIN DATA\IMG\center_2019_07_03_02_04_28_339.jpg,E:\TRAIN DATA\IMG\left_2019_07_03_02_04_28_339.jpg,E:\TRAIN DATA\IMG\right_2019_07_03_02_04_28_339.jpg,0,0,0.2968063,1.217168
E:\TRAIN DATA\IMG\center_2019_07_03_02_04_28_414.jpg,E:\TRAIN DATA\IMG\left_2019_07_03_02_04_28_414.jpg,E:\TRAIN DATA\IMG\right_2019_07_03_02_04_28_414.jpg,0,0,0.106621,1.245648
E:\TRAIN DATA\IMG\center_2019_07_03_02_04_28_488.jpg,E:\TRAIN DATA\IMG\left_2019_07_03_02_04_28_488.jpg,E:\TRAIN DATA\IMG\right_2019_07_03_02_04_28_488.jpg,0,0.1905195,0,1.146906
E:\TRAIN DATA\IMG\center_2019_07_03_02_04_28_565.jpg,E:\TRAIN DATA\IMG\left_2019_07_03_02_04_28_565.jpg,E:\TRAIN DATA\IMG\right_2019_07_03_02_04_28_565.jpg,0,0.4520727,0,0.7926407
E:\TRAIN DATA\IMG\center_2019_07_03_02_04_28_651.jpg,E:\TRAIN DATA\IMG\left_2019_07_03_02_04_28_651.jpg,E:\TRAIN DATA\IMG\right_2019_07_03_02_04_28_651.jpg,0,0.7101554,0,0.2959185
E:\TRAIN DATA\IMG\center_2019_07_03_02_04_28_719.jpg,E:\TRAIN DATA\IMG\left_2019_07_03_02_04_28_719.jpg,E:\TRAIN DATA\IMG\right_2019_07_03_02_04_28_719.jpg,0,0.9144353,0,0.4925964
E:\TRAIN DATA\IMG\center_2019_07_03_02_04_28_796.jpg,E:\TRAIN DATA\IMG\left_2019_07_03_02_04_28_796.jpg,E:\TRAIN DATA\IMG\right_2019_07_03_02_04_28_796.jpg,0,1,0,1.049468
E:\TRAIN DATA\IMG\center_2019_07_03_02_04_28_868.jpg,E:\TRAIN DATA\IMG\left_2019_07_03_02_04_28_868.jpg,E:\TRAIN DATA\IMG\right_2019_07_03_02_04_28_868.jpg,0,1,0,1.885226
E:\TRAIN DATA\IMG\center_2019_07_03_02_04_28_935.jpg,E:\TRAIN DATA\IMG\left_2019_07_03_02_04_28_935.jpg,E:\TRAIN DATA\IMG\right_2019_07_03_02_04_28_935.jpg,0,1,0,2.494826
E:\TRAIN DATA\IMG\center_2019_07_03_02_04_29_008.jpg,E:\TRAIN DATA\IMG\left_2019_07_03_02_04_29_008.jpg,E:\TRAIN DATA\IMG\right_2019_07_03_02_04_29_008.jpg,0,1,0,3.355048
E:\TRAIN DATA\IMG\center_2019_07_03_02_04_29_087.jpg,E:\TRAIN DATA\IMG\left_2019_07_03_02_04_29_087.jpg,E:\TRAIN DATA\IMG\right_2019_07_03_02_04_29_087.jpg,0,1,0,4.27357
E:\TRAIN DATA\IMG\center_2019_07_03_02_04_29_157.jpg,E:\TRAIN DATA\IMG\left_2019_07_03_02_04_29_157.jpg,E:\TRAIN DATA\IMG\right_2019_07_03_02_04_29_157.jpg,0,1,0,4.972655
E:\TRAIN DATA\IMG\center_2019_07_03_02_04_29_227.jpg,E:\TRAIN DATA\IMG\left_2019_07_03_02_04_29_227.jpg,E:\TRAIN DATA\IMG\right_2019_07_03_02_04_29_227.jpg,0,1,0,5.898596
E:\TRAIN DATA\IMG\center_2019_07_03_02_04_29_296.jpg,E:\TRAIN DATA\IMG\left_2019_07_03_02_04_29_296.jpg,E:\TRAIN DATA\IMG\right_2019_07_03_02_04_29_296.jpg,0,1,0,6.58835
E:\TRAIN DATA\IMG\center_2019_07_03_02_04_29_367.jpg,E:\TRAIN DATA\IMG\left_2019_07_03_02_04_29_367.jpg,E:\TRAIN DATA\IMG\right_2019_07_03_02_04_29_367.jpg,0,1,0,7.501769
E:\TRAIN DATA\IMG\center_2019_07_03_02_04_29_438.jpg,E:\TRAIN DATA\IMG\left_2019_07_03_02_04_29_438.jpg,E:\TRAIN DATA\IMG\right_2019_07_03_02_04_29_438.jpg,0,1,0,8.408088
E:\TRAIN DATA\IMG\center_2019_07_03_02_04_29_508.jpg,E:\TRAIN DATA\IMG\left_2019_07_03_02_04_29_508.jpg,E:\TRAIN DATA\IMG\right_2019_07_03_02_04_29_508.jpg,0,1,0,9.083191
E:\TRAIN DATA\IMG\center_2019_07_03_02_04_29_588.jpg,E:\TRAIN DATA\IMG\left_2019_07_03_02_04_29_588.jpg,E:\TRAIN DATA\IMG\right_2019_07_03_02_04_29_588.jpg,0,1,0,9.977157
E:\TRAIN DATA\IMG\center_2019_07_03_02_04_29_647.jpg,E:\TRAIN DATA\IMG\left_2019_07_03_02_04_29_647.jpg,E:\TRAIN DATA\IMG\right_2019_07_03_02_04_29_647.jpg,-0.15,1,0,10.63702
E:\TRAIN DATA\IMG\center_2019_07_03_02_04_29_724.jpg,E:\TRAIN DATA\IMG\left_2019_07_03_02_04_29_724.jpg,E:\TRAIN DATA\IMG\right_2019_07_03_02_04_29_724.jpg,-0.35,1,0,11.58035
E:\TRAIN DATA\IMG\center_2019_07_03_02_04_29_794.jpg,E:\TRAIN DATA\IMG\left_2019_07_03_02_04_29_794.jpg,E:\TRAIN DATA\IMG\right_2019_07_03_02_04_29_794.jpg,0,1,0,11.92778
